use,category,name,name,thickness,height,width,price,packing_unit,trader,description,use_for_food
paper_groups_properties,paper_groups_properties,paper_groups,papers,papers,paper_groups,paper_groups,papers,papers,papers_properties,papers,papers
string,string,string,string,string,string,string,string,string,string,string,string
貼紙,marushige paper,越の紙,No.1000　(旧No.500) 特上奉書,,1091,788,177,200,川島商事,,
貼紙,marushige paper,きらびき,HG-110　白,,1091,788,138,200,川島商事,,
貼紙,marushige paper,きらびき,SR-90　白,,1091,788,125,200,川島商事,,
貼紙,marushige paper,APOLLO,モノスター,,1091,788,,,川島商事,,
貼紙,marushige paper,APOLLO,モノカラー,,1091,788,,,川島商事,,
貼紙,marushige paper,APOLLO,ハイカーフ,,1091,788,,,川島商事,,
貼紙,marushige paper,APOLLO,皮絞,,1091,788,,,川島商事,,
貼紙,marushige paper,APOLLO,エクセル,,1091,788,,,川島商事,,
貼紙,marushige paper,APOLLO,フェニックス,,1091,788,,,川島商事,,
貼紙,marushige paper,民芸紙,No.241,,950,640,60,100,川島商事,,
貼紙,marushige paper,XDTトレーシング,,,1091,788,52,250,,,
貼紙,marushige paper,コットンライフS,アイボリー,,1091,788,86,100,川島商事,,
貼紙,marushige paper,新奉書風,きこうぞ,,1091,788,46,200,岡本,,
貼紙,marushige paper,新奉書風,きこうぞ,,1091,788,56,200,岡本,,
貼紙,marushige paper,新奉書風,きこうぞ,,1091,788,65,200,岡本,,
貼紙,marushige paper,新奉書風,きこうぞ,,1091,788,77,200,岡本,,
貼紙,marushige paper,NTラシャ,朱,,1091,788,165,100,川島商事,,
貼紙,marushige paper,NTラシャ,空,,1091,788,137,100,川島商事,,
貼紙,marushige paper,NTラシャ,黄緑,,1091,788,153,100,川島商事,,
貼紙,marushige paper,しらみね,No.14,,1091,788,85,250,岡本,,
貼紙,marushige paper,しらみね,No.1058,,1091,788,54,250,岡本,,
貼紙,marushige paper,しらみね,No.1212,,1091,788,54,250,岡本,,
貼紙,marushige paper,しらみね,No.1206,,1091,788,54,250,岡本,,
貼紙,marushige paper,新バフン紙,とりのこ,,1091,788,75.5,200,川島商事,,
貼紙,marushige paper,ディープマット,オリーブ,,1091,788,81.5,200,川島商事,,
貼紙,marushige paper,五感紙,ローズ　荒目,,1091,788,87.5,100,川島商事,,
貼紙,marushige paper,ジャンフェルト,ぶどう,,1091,788,114,200,川島商事,,
貼紙,marushige paper,ユニテックGA,セピア,,1091,788,79,200,川島商事,,
貼紙,marushige paper,タスクレス EN, ホワイト,,1091,788,,100,川島商事,運賃別途　1500円,
貼紙,marushige paper,プリマ,,,1091,788,73,200,川島商事,,
貼紙,marushige paper,プリマ,,,1091,788,100,200,川島商事,,
貼紙,marushige paper,あららぎ,秋桜,,1091,788,52,200,川島商事,,
貼紙,marushige paper,あららぎ　,,,1091,788,,,川島商事,,
貼紙,marushige paper,あららぎ　,,,1091,788,,,川島商事,,
貼紙,marushige paper,あららぎ　,,,1091,788,,,川島商事,,
貼紙,marushige paper,てまり,朱,,1091,788,168,200,川島商事,,
貼紙,marushige paper,てまり,銀・白,,1091,788,168,200,川島商事,,
貼紙,marushige paper,てまり,朱,,1091,788,,,川島商事,,
貼紙,marushige paper,てまり,銀・白,,1091,788,,,川島商事,,
貼紙,marushige paper,コート紙,,,939,636,7.9,500,ペーパル,,
貼紙,marushige paper,モフル,ピスタチオ,,1091,788,55,200,川島商事,,
貼紙,marushige paper,岩はだ,黒,,1091,788,,,川島商事,,
貼紙,marushige paper,グラシン,,,1091,788,88,,,,
貼紙,marushige paper,タイベック,1056-D,,1000,914,175,200,川島商事,163円（1000枚〜）,
貼紙,marushige paper,タイベック,1073-D,,1000,914,226,200,川島商事,211円（1000枚〜）,
貼紙,marushige paper,タイベック,1082-D,,1067,1000,339,200,川島商事,317円（1000枚〜）,
貼紙,marushige paper,ジャガードGA,あい,,1091,788,,,川島商事,,
貼紙,marushige paper,ジャガードGA,濃鼡,,1091,788,,,川島商事,,
貼紙,marushige paper,ストーンペーパー RPD,,100μ,939,636,28.4,500,川島商事,,
貼紙,marushige paper,ストーンペーパー RPD,,200μ,939,636,56.8,250,川島商事,,
貼紙,marushige paper,ユポ FGS,,,1091,788,,,川島商事,,
貼紙,marushige paper,雲流,レーヨン,,920,620,42,,岡本,,
貼紙,marushige paper,ミルトGAスピリット,スーパーホワイト,,1091,788,41,200,川島商事,,
貼紙,marushige paper,江戸小染,うろこ　白,,1091,788,72,,川島商事,,
貼紙,marushige paper,江戸小染,はな　草,,1091,788,72,,川島商事,,
貼紙,marushige paper,テーラー,白,,1091,788,,200,川島商事,,
貼紙,marushige paper,ハイマッキンレー,白　菊,,939,636,18.75,200,川島商事,,
貼紙,marushige paper,ハイマッキンレー,白　四六,,1091,788,27,200,川島商事,,
貼紙,marushige paper,ゴールデンリバー,レッド,,1091,788,74,,川島商事,,
貼紙,marushige paper,ゴールデンリバー,ダークブルー,,1091,788,77,,川島商事,,
貼紙,marushige paper,ゴールデンリバー,ワイン,,1091,788,80,,川島商事,,
貼紙,marushige paper,Magカラー,ストーングレー,,1091,788,62.5,200,川島商事,,
