category,name,name,thickness,height,width,price,packing_unit,trader,description,use_for_food
document_property,document,instance,instance,document,document,instance,instance,instance_property,instance,instance
string,string,string,string,string,string,string,string,string,string,string
貼紙,ハーフエア,コットン,,1091,788,73,100,川島商事,,
貼紙,キクラシャ,濃緑,,939,636,58,200,川島商事,,
貼紙,キクラシャ,スノーホワイト,,939,636,48,200,川島商事,,
貼紙,エスボン,,,1091,788,,,川島商事,,
貼紙,キュリアスメタル,ゴールド,,1091,788,125,,岡本,,
貼紙,ハーレムブラック,,,1091,788,89,,川島商事,,
貼紙,クロスライク,SL 1412,,1090,790,303,100,川島商事,,
貼紙,ネオウーブン,NLD9,,,,,,川島商事,,
貼紙,エスプリ（白）,,,,,30,,岡本,,
貼紙,白ツヤ,,,,,42,,岡本,,
貼紙,サンレイド,純白,,1091,788,30,250,川島商事,,
貼紙,TS-1,S-3,,1091,788,74,100,川島商事,,
貼紙,TS-9,S-3,,1091,788,74,100,川島商事,,
貼紙,TS-9,N-9,,,,70,100,川島商事,,
貼紙,Jun Paper,No.12,,1091,788,36,250,川島商事,,
貼紙,Jun Paper,No.13,,1091,788,36,250,川島商事,,
貼紙,Jun Paper,No.17,,1091,788,43,250,川島商事,,
貼紙,Jun Paper,No.18,,1091,788,43,250,川島商事,,
貼紙,Jun Paper,No.31,,1091,788,40,250,川島商事,,
貼紙,Jun Paper,No.32,,1091,788,40,250,川島商事,,
貼紙,Jun Paper,No.33,,1091,788,40,250,川島商事,,
貼紙,Jun Paper,No.34,,1091,788,40,250,川島商事,,
貼紙,Jun Paper,No.35,,1091,788,40,250,川島商事,,
貼紙,Jun Paper,No.49,,1091,788,49,250,川島商事,,
貼紙,Jun Paper,No.50,,1091,788,49,250,川島商事,,
貼紙,Jun Paper,No.172,,1091,788,45,250,川島商事,,
貼紙,Jun Paper,No.173,,1091,788,45,250,川島商事,,
貼紙,ビルカラー,雪,,1091,788,75,200,川島商事,,
貼紙,ビルカラー,あい,,1091,788,,200,川島商事,,
貼紙,GAファイル,ホワイト,,1091,788,209,50,川島商事,（1〜24枚、25〜49枚）,
貼紙,マーメイド,ナチュラル,,1091,788,276,50,川島商事,（1〜24枚、25〜49枚）,
貼紙,マーメイド,オリーブ,,1091,788,159,100,川島商事,（1〜49枚、50〜99枚）,
貼紙,マーメイド,オリーブ,,1091,788,116,100,川島商事,（1〜49枚、50〜99枚）,
貼紙,タント,H-64,,1091,788,169,100,川島商事,（1〜49枚、50〜99枚）,
貼紙,タント,N-2,,1091,788,88,100,川島商事,（1〜49枚、50〜99枚）,
貼紙,タント,N-7,,1091,788,68,200,川島商事,,
貼紙,タント,B-5,,1091,788,68,200,川島商事,,
貼紙,タント,S-2,,1091,788,84,200,川島商事,,
貼紙,Tカラペ,ココア,,939,636,15,1000,川島商事,,
貼紙,tカラペ,シルバー,,939,636,15,1000,川島商事,端数は200枚単位,
貼紙,tカラペ,チャコール,,939,636,16,1000,川島商事,,
貼紙,越の紙,No.1000　(旧No.500) 特上奉書,,1091,788,177,200,川島商事,,
貼紙,きらびき,HG-110　白,,1091,788,138,200,川島商事,,
貼紙,きらびき,SR-90　白,,,,125,200,川島商事,,
貼紙,APOLLO,モノスター,,,,,,川島商事,,
貼紙,APOLLO,モノカラー,,,,,,川島商事,,
貼紙,APOLLO,ハイカーフ,,,,,,川島商事,,
貼紙,APOLLO,皮絞,,,,,,川島商事,,
貼紙,APOLLO,エクセル,,,,,,川島商事,,
貼紙,APOLLO,フェニックス,,,,,,川島商事,,
貼紙,民芸紙,No.241,,950,640,60,100,川島商事,,
貼紙,XDTトレーシング,,,,,52,250,,,
貼紙,コットンライフS,アイボリー,,,,86,100,川島商事,,
貼紙,新奉書風,きこうぞ,,,,46,200,岡本,,
貼紙,新奉書風,きこうぞ,,,,56,200,岡本,,
貼紙,新奉書風,きこうぞ,,,,65,200,岡本,,
貼紙,新奉書風,きこうぞ,,,,77,200,岡本,,
貼紙,NTラシャ,朱,,,,165,100,川島商事,,
貼紙,NTラシャ,空,,,,137,100,川島商事,,
貼紙,NTラシャ,黄緑,,,,153,100,川島商事,,
貼紙,しらみね,No.14,,,,85,250,岡本,,
貼紙,しらみね,No.1058,,,,54,250,岡本,,
貼紙,しらみね,No.1212,,,,54,250,岡本,,
貼紙,しらみね,No.1206,,,,54,250,岡本,,
貼紙,新バフン紙,とりのこ,,,,75.5,200,川島商事,,
貼紙,ディープマット,オリーブ,,,,81.5,200,川島商事,,
貼紙,五感紙,ローズ　荒目,,,,87.5,100,川島商事,,
貼紙,ジャンフェルト,ぶどう,,,,114,200,川島商事,,
貼紙,ユニテックGA,セピア,,,,79,200,川島商事,,
貼紙,タスクレス EN, ホワイト,,1091,788,,100,川島商事,運賃別途　1500円,
貼紙,プリマ,,,,,73,200,川島商事,,
貼紙,プリマ,,,,,100,200,川島商事,,
貼紙,あららぎ,秋桜,,,,52,200,川島商事,,
貼紙,あららぎ　,,,,,,,川島商事,,
貼紙,あららぎ　,,,,,,,川島商事,,
貼紙,あららぎ　,,,,,,,川島商事,,
貼紙,てまり,朱,,1091,788,168,200,川島商事,,
貼紙,てまり,銀・白,,1091,788,168,200,川島商事,,
貼紙,てまり,朱,,1091,788,,,川島商事,,
貼紙,てまり,銀・白,,1091,788,,,川島商事,,
貼紙,コート紙,,,939,636,7.9,500,ペーパル,,
貼紙,モフル,ピスタチオ,,1091,788,55,200,川島商事,,
貼紙,岩はだ,黒,,1091,788,,,川島商事,,
貼紙,グラシン,,,,,88,,,,
貼紙,タイベック,1056-D,,1000,914,175,200,川島商事,163円（1000枚〜）,
貼紙,タイベック,1073-D,,1000,914,226,200,川島商事,211円（1000枚〜）,
貼紙,タイベック,1082-D,,1067,1000,339,200,川島商事,317円（1000枚〜）,
貼紙,ジャガードGA,あい,,1091,788,,,川島商事,,
貼紙,ジャガードGA,濃鼡,,1091,788,,,川島商事,,
貼紙,ストーンペーパー RPD,,100μ,939,636,28.4,500,川島商事,,
貼紙,ストーンペーパー RPD,,200μ,939,636,56.8,250,川島商事,,
貼紙,ユポ FGS,,,1091,788,,,川島商事,,
貼紙,雲流,レーヨン,,920,620,42,,岡本,,
貼紙,ミルトGAスピリット,スーパーホワイト,,1091,788,41,200,川島商事,,
貼紙,江戸小染,うろこ　白,,1091,788,72,,川島商事,,
貼紙,江戸小染,はな　草,,1091,788,72,,川島商事,,
貼紙,テーラー,白,,1091,788,,200,川島商事,,
貼紙,ハイマッキンレー,白　菊,,939,636,18.75,200,川島商事,,
貼紙,ハイマッキンレー,白　四六,,1091,788,27,200,川島商事,,
貼紙,ゴールデンリバー,レッド,,,,74,,川島商事,,
貼紙,ゴールデンリバー,ダークブルー,,,,77,,川島商事,,
貼紙,ゴールデンリバー,ワイン,,,,80,,川島商事,,
貼紙,Magカラー,ストーングレー,,1091,788,62.5,200,川島商事,,
